Namr,Address1,Address2,Address3,Authority,Postcode,UPRN
Donnington & Muxton Community Library,Turreff Avenue,"Donnington, Telford",Shropshire,Telford and Wrekin,TF2 8HG,100071543773
Hadley Community Library,"Hadley Learning Community, Crescent Road","Hadley, Telford",Shropshire,Telford and Wrekin,TF1 5NU,010090445907
Madeley Library,"The Anstice, Park Avenue","Madeley, Telford",Shropshire,Telford and Wrekin,TF7 5BB,100071544434
Newport Library,53-55 High Street,"Newport, Telford",Shropshire,Telford and Wrekin,TF10 7AT,000452080300
Oakengates Library,"The Place, Limes Walk","Oakengates, Telford",Shropshire,Telford and Wrekin,TF2 6EP,000452072472
Southwater Library,"Southwater Square, Southwater Way",Telford ,Shropshire,Telford and Wrekin,TF3 4JG,010091735766
Stirchley Community Library,The Sambrook Centre,"Stirchley, Telford",Shropshire,Telford and Wrekin,TF3 1FA,000452071295
Wellington Library,Larkin Way,"Wellington, Telford",Shropshire,Telford and Wrekin,TF1 1LX,010090449130
Highworth Library,Brewery Street ,Swindon,Wiltshire,Swindon,SN6 7AJ,
North Swindon Library,Thamesdown Drive,Swindon,Wiltshire,Swindon,SN25 4AN,
Park Library,Cavendish Square,Swindon,Wiltshire,Swindon,SN3 2LP,
Swindon Central Library,Regent Circus,Swindon,Wiltshire,Swindon,SN1 1QG,
West Swindon Library,"Link Centre, Whitehill Way",Swindon,Wiltshire,Swindon,SN5 7DL,
Central Library,St. Peters Square,City Centre,Greater Manchester ,Manchester,M2 5PD,77100348
Chorlton Library,Manchester Road,Chorlton,Greater Manchester ,Manchester,M21 9PN,10023047970
Didsbury Library,692 Wilmslow Road,Didsbury,Greater Manchester ,Manchester,M20 2DN,10023049815
Fallowfield Community Library,The Place at Platt Lane,Platt Lane ,Greater Manchester ,Manchester,M14 7FB,10023050040
Forum Library Wythenshawe,Forum Square,Wythenshawe,Greater Manchester ,Manchester,M22 5RX,10090666534
Gorton Library,Garratt Way,Gorton,Greater Manchester ,Manchester,M18 8HE,10090665112
Longsight Library & Learning Centre,519 Stockport Road,Longsight,Greater Manchester ,Manchester,M12 4NE,77246618
Moss Side Powerhouse Library,140 Raby Street,Moss Side,Greater Manchester ,Manchester,M14 4SL,77117280
Newton Heath Library,Old Church Street,Newton Heath,Greater Manchester ,Manchester,M40 2JB,77242605
North City Library,Rochdale Road,Harpurhey,Greater Manchester ,Manchester,M9 4AF,10023058284
Withington Library,410 Wilmslow Road,Withington,Greater Manchester ,Manchester,M20 3BN,10023048593
Angel Raynham,"Raynham Primary School, Raynham Avenue",Edmonton,Greater London,Enfield,N18 2JQ,207051771
Bowes Road,Bowes Road,New Southgate,Greater London,Enfield,N11 1BD,207045512
Bullsmoor,Kempe Road,Enfield,Greater London,Enfield,EN1 4QS,207015213
Edmonton Green,36-44 South Mall,Edmonton,Greater London,Enfield,N9 0TN,207189579
Enfield Highway,"First Floor, Enfield Business Centre, 201 Hertford Road",Enfield,Greater London,Enfield,EN3 5JH,207035798
Enfield Island Village,Unit 44-46 Island Centre Way,Enfield,Greater London,Enfield,EN3 6GS,207193998
Enfield Town,66 Church Street,Enfield,Greater London,Enfield,EN2 6AX,207137446
Fore Street,109-111 Fore Street,Edmonton,Greater London,Enfield,N18 2XF,207048409
John Jackson,Agricola Place,Enfield,Greater London,Enfield,EN1 1DW,207040251
Oakwood,185-187 Bramley Road,Oakwood,Greater London,Enfield,N14 4XA,207015500
Ordnance Unity Centre,645 Hertford Road,Enfield,Greater London,Enfield,EN3 6ND,207144176
Palmers Green,Broomfield Lane,Palmers Green,Greater London,Enfield,N13 4EY,207015887
Ponders End,"Swan Annexe, 219-221 High Street",Ponders End,Greater London,Enfield,EN3 4DX,207182838
Ridge Avenue,Ridge Avenue,Winchmore Hill,Greater London,Enfield,N21 2RH,207111058
Southgate,High Street,Southgate,Greater London,Enfield,N14 6BP,207015211
Winchmore Hill,Green Lanes,Winchmore Hill,Greater London,Enfield,N21 3AP,207014981
Bretton,The Cresset,Peterborough,Cambridgeshire,Peterborough,PE3 8DS,CB33493
Dogsthorpe,Central Avenue,Peterborough,Cambridgeshire,Peterborough,PE1 4LH,CB295503
Eye,Crowland Road,Peterborough,Cambridgeshire,Peterborough,PE6 7TN,CB351945
Peterborough Central,Broadway,Peterborough,Cambridgeshire,Peterborough,PE1 1RX,CB93774
Stanground,Southfields Avenue,Peterborough,Cambridgeshire,Peterborough,PE2 8RZ,CB351943
Thorney,Church Street,Peterborough,Cambridgeshire,Peterborough,PE6 0QB,CB351949
Werrington,Staniland Way,Peterborough,Cambridgeshire,Peterborough,PE4 6JT,CB132726
Woodston,Orchard Street,Peterborough,Cambridgeshire,Peterborough,PE2 9AL,CB351948
Cleadon Park,10 Prince Edward Road,South Shields,Tyne and Wear,South Tyneside,NE34 7QD,
Aldridge District Library,Rookery Lane ,Aldridge,West Midlands ,Walsall,WS9 8NP,
Bloxwich District Library,Elmore Row,Bloxwich,West Midlands ,Walsall,WS3 2HR,
Brownhills District Library,"Park View Centre, Chester Road North",Brownhills,West Midlands ,Walsall,WS8 7JB,
Darlaston District Library,King Street,Darlaston,West Midlands ,Walsall,WS10 8DE,
Lichfield Street Hub,Lichfield Street,Walsall,West Midlands ,Walsall,WS1 1TR,
Streetly Community Library,Blackwood Road,Streetly,West Midlands ,Walsall,B74 3PL,
Willenhall District Library,Walsall Street ,Willenhall,West Midlands ,Walsall,WV13 2EX,
Hale End Library,Castle Avenue,Highams Park,London,Waltham Forest,E4 9QD,
Higham Hill Library,North Countess Road,Walthamstow,London,Waltham Forest,E17 5HS,
Lea Bridge Library,Lea Bridge Road,Leyton,London,Waltham Forest,E10 7HU,
Leyton Library,High Road Leyton,Leyton,London,Waltham Forest,E10 5QH,
Leytonstone Library,6 Church Lane,Leytonstone,London,Waltham Forest,E11 1HG,
Chingford Library,The Green,Chingford,London,Waltham Forest,E4 7EN,
Walthamstow Library,High Street,Walthamstow,London,Waltham Forest,E17 7JN,
Burghfield Common,School Lane,Reading,Berkshire,West Berkshire,RG7 3JZ,
Hungerford,Church Street,Hungerford,Berkshire,West Berkshire,RG17 0JG,
Lambourn,High Street,Lambourn,Berkshire,West Berkshire,RG17 8XL,
Mortimer,27 Victoria Road,Reading,Berkshire,West Berkshire,RG7 3SH,
Newbury,The Wharf,Newbury,Berkshire,West Berkshire,RG14 5AU,
Pangbourne,Reading Road,Reading,Berkshire,West Berkshire,RG8 7LY,
Thatcham,Bath Road,Thatcham,Berkshire,West Berkshire,RG18 3AG,
Theale,Church Street,Reading,Berkshire,West Berkshire,RG7 5BZ,
Charing Cross Library,4 Charing Cross Road,London,Middlesex,Westminster,WC2H 0HF,10033531833
Church Street Library,67 Church Street,London,Middlesex,Westminster,NW8 8EU,10033532267
Little Venice Sports Centre Library Satellite library,10 Crompton Street,London,Middlesex,Westminster,W2 1ND,10033612553
Maida Vale Library,Sutherland Avenue,London,Middlesex,Westminster,W9 2QT,100023511234
Marylebone Library,"Macintosh House, 54 Beaumont Street",London,Middlesex,Westminster,W1G 6DW,100023464962
Mayfair Library,25 South Audley Street,London,Middlesex,Westminster,W1K 2PB,10033566222
Paddington Library,Porchester Road,London,Middlesex,Westminster,W2 5DU,1003358573
Pimlico Library,Lupus Street,London,Middlesex,Westminster,SW1V 3EY,10033616008
Queen's Park Library,666 Harrow Road,London,Middlesex,Westminster,W10 4NE,100023433123
St. John's Wood Library,20 Circus Road,London,Middlesex,Westminster,NW8 6PD,10033532542
Victoria Library,160 Buckingham Palace Road,London,Middlesex,Westminster,SW1W 9UD,100023346370
Bebington Central,"Civic Centre, Civic Way",Bebington,Merseyside,Wirral,CH63 7PN,
Beechwood,8 Beechwood Drive,Birkenhead,Merseyside,Wirral,CH43 7ZU,
Birkenhead Central,Borough Road,Birkenhead      ,Merseyside,Wirral,CH41 2XB,
Bromborough,Allport Lane,Bromborough,Merseyside,Wirral,CH62 7HR,
Eastham,Mill Park Drive,Eastham,Merseyside,Wirral,CH62 9AN,
Greasby,Greasby Road,Greasby,Merseyside,Wirral,CH49 3AT,
Heswall,109 Telegraph Road,Heswall,Merseyside,Wirral,CH60 0AF,
Higher Bebington,Higher Bebington Road,Higher Bebington,Merseyside,Wirral,CH63 2PT,
Hoylake,Market Street,Hoylake,Merseyside,Wirral,CH47 5AA,
Irby,Thurstaston Road,Irby,Merseyside,Wirral,CH61 0HE,
Leasowe,"Millennium Centre, Twickenham Drive",Leasowe,Merseyside,Wirral,CH46 1PQ,
Moreton,Pasture Road,Moreton,Merseyside,Wirral,CH46 8SA,
New Ferry,Grove Street Primary School,New Ferry,Merseyside,Wirral,CH62 5BA,
Pensby,Pensby Road,Pensby,Merseyside,Wirral,CH61 9NE,
Prenton,15-19 Dickens Avenue,Prenton,Merseyside,Wirral,CH43 0TQ,
Ridgeway,"The CLC Discovery, Noctorum Avenue",Noctorum,Merseyside,Wirral,CH43 9EB,
Rock Ferry,251 Old Chester Road,Rock Ferry,Merseyside,Wirral,CH42 3TD,
Seacombe,Liscard Road,Wallasey,Merseyside,Wirral,CH44 6LT,
St. James,Laird Street,Birkenhead,Merseyside,Wirral,CH41 7AL,
Upton,Ford Road,Upton,Merseyside,Wirral,CH49 0TB,
Wallasey Central Library,Earlston Road,Wallasey,Merseyside,Wirral,CH45 5DX,
Wallasey Village,St. Georges Road,Wallasey,Merseyside,Wirral,CH45 3NE,
West Kirby,"The Concourse, Grange Road",West Kirby,Merseyside,Wirral,CH48 4HX,
Woodchurch,"Ganneys Meadow EYC, New Hey Road",Birkenhead,Merseyside,Wirral,CH49 8HB,
Barking,2 Town Square,Barking,Essex,Barking and Dagenham,IG11 7NB,100053358
Marks Gate,"Marks Gate Community Centre, Rose Lane",Marks Gate,Essex,Barking and Dagenham,RM6 5NJ,100027163
Robert Jeyes Community Library,High Road,Chadwell Heath,Essex,Barking and Dagenham,RM6 6AS,1000101901
Thames View,"Sue Bramley Centre, Bastable Avenue",Barking,Essex,Barking and Dagenham,IG11 0LG,10034774
Valence,Becontree Avenue,Dagenham,Essex,Barking and Dagenham,RM8 3HT,100002559
Armthorpe Community Library,Church Street,Armthorpe,South Yorkshire,Doncaster,DN3 3AL,
Askern Community Library,Station Road,Askern,South Yorkshire,Doncaster,DN6 0JA,
Balby Community Library,High Road,Balby,South Yorkshire,Doncaster,DN4 0PL,
Bawtry Community Library,Doncaster Road,Bawtry,South Yorkshire,Doncaster,DN10 6NE,
Bentley Area Community Library,Chapel Street,Bentley,South Yorkshire,Doncaster,DN5 0DE,
Bessacarr Community Library,Alston Road,Bessacarr,South Yorkshire,Doncaster,DN4 7EZ,
Cantley Community Library,Goodison Boulevard,Cantley,South Yorkshire,Doncaster,DN4 6BT,
Conisbrough Community Library,Old Road,Conisbrough,South Yorkshire,Doncaster,DN12 3ND,
Denaby Community Library & Hub,"Springwell Centre, Church Road",Denaby,South Yorkshire,Doncaster,DN12 4AB,
Doncaster Central Library,Waterdale,Doncaster,South Yorkshire,Doncaster,DN1 3JE,
Edenthorpe Community Library,"Communal Hall, Bardon Road",Edenthorpe,South Yorkshire,Doncaster,DN3 2ND,
Edlington Library,"Martin Wells Centre, Thompson Avenue ",Edlington,South Yorkshire,Doncaster,DN12 1JD,
Hatfield Community Library,High Street ,Hatfield,South Yorkshire,Doncaster,DN7 6RY,
Intake Community Library,Montrose Avenue ,Intake,South Yorkshire,Doncaster,DN2 6PL,
Mexborough Library,John Street ,Mexborough,South Yorkshire,Doncaster,S64 9HS,
Moorends Community Library,"Surestart Building, Marshland Road",Moorends,South Yorkshire,Doncaster,DN8 4SB,
Rossington Community Library,"Holmescarr Enterprise Centre, Grange Road",Rossington,South Yorkshire,Doncaster,DN11 0LP,
Scawthorpe Community Library,Amersall Road,Scawthorpe,South Yorkshire,Doncaster,DN5 9PQ,
Sprotbrough Community Library,Sprotbrough Road,Sprotbrough,South Yorkshire,Doncaster,DN5 8BA,
Stainforth4ALL Community Library,Church Road ,Stainforth,South Yorkshire,Doncaster,DN7 5PW,
Thorne Library,"Vermuyden Centre, Fieldside",Thorne,South Yorkshire,Doncaster,DN8 4BQ,
Tickhill Community Library,Castlegate,Tickhill,South Yorkshire,Doncaster,DN11 9QU,
Warmsworth Community Library,Edlington Lane ,Warmsworth,South Yorkshire,Doncaster,DN4 9LW,
Wheatley Community Library,Parkway,Wheatley,South Yorkshire,Doncaster,,
Woodlands Community Library & Hub,Windmil Balk Lane,Woodlands,South Yorkshire,Doncaster,DN6 7SB,
Clapton Library,Northwold Road ,London,Middlesex,Hackney,E5 8RA,
Dalston CLR James Library,Dalston Square,London ,Middlesex,Hackney,E8 3BQ,
Hackney Central Library,"Hackney Technology & Learning Centre, 1 Reading Lane",London ,Middlesex,Hackney,E8 1GQ,
Homerton Library,Homerton High Street,London ,Middlesex,Hackney,E9 6AS,
Shoreditch Library,Shoreditch High Street,London,Middlesex,Hackney,N1 6LP,
Stamford Hill Library,Portland Avenue,London ,Middlesex,Hackney,N16 6SB,
Stoke Newington Library,Church Street,London ,Middlesex,Hackney,N16 0JS,
Woodberry Down Library,Redmond Community Centre,London ,Middlesex,Hackney,N4 2HF,
Blackheath Village Community Library,"The Reminiscence Centre, 11 Blackheath Village",London,Greater London,Lewisham,SE3 9LA,
Catford library,"Laurence House, 1 Catford Road",London,Greater London,Lewisham,SE6 4RU,
Crofton Park Community Library,Brockley Road,London,Greater London,Lewisham,SE4 2AG,
Downham Library,7-9 Moorside Road,Bromley,Kent,Lewisham,BR1 5EP,
Forest Hill Community Library,Dartmouth Road,London,Greater London,Lewisham,SE23 3HZ,
Grove Park Community Library,Somertrees Avenue,London,Greater London,Lewisham,SE12 0BX,
Lewisham Library,199-201 Lewisham High Street,London,Greater London,Lewisham,SE13 6LG,
Manor House Community Library,34 Old Road,London,Greater London,Lewisham,SE13 5SY,
New Cross Community Library,283-285 New Cross Road,London,Greater London,Lewisham,SE14 6AS,
Sydenham Community Library,Sydenham Road,London,Greater London,Lewisham,SE26 5SE,
Torridon Road Community Library,Torridon Road,London,Greater London,Lewisham,SE6 1RQ,
Finchampstead,"FBC Centre,  Gorse Ride North",Wokingham,Berkshire,Wokingham,RG40 4ES,
Lower Earley,"Chalfont Close, Chalfont Way",Reading,Berkshire,Wokingham,RG6 5HZ,
Spencers Wood,Basingstoke Road,Reading,Berkshire,Wokingham,RG7 1AJ,
Twyford,Polehampton Close,Twyford,Berkshire,Wokingham,RG10 9RP,
Wargrave,"Woodclyffe Hostel, Church Street",Reading,Berkshire,Wokingham,RG10 8EP,
Winnersh,"The Forest School, Robin Hood Lane",Winnersh,Berkshire,Wokingham,RG41 5ND,
Wokingham,Denmark Street,Wokingham,Berkshire,Wokingham,RG40 2BB,
Woodley,Headley Road,Reading,Berkshire,Wokingham,RG5 4JA,
West Wycombe Community Library,"Swan Yard, High Street",West Wycombe,Buckinghamshire,Buckinghamshire,HP14 3AE,3168
Little Chalfont Community Library,Cokes Lane,Little Chalfont,Buckinghamshire,Buckinghamshire,HP7 9QA,1045
Chalfont St Giles Community Library,High Street,Chalfont St. Giles,Buckinghamshire,Buckinghamshire,HP8 4QA,
Haddenham Library,"Arkenstall Centre, 7 Station Road",Ely,Cambridgeshire,Cambridgeshire,CB6 3XD,
Stanhope Library,67a Otterden Close,Ashford,Kent,Kent,TN23 5TH,60820100
Swanley Library,London Road,Swanley,Kent,Kent,BR8 7AE,76610200
Delph Library,"Millgate, Delph",Oldham,Greater Manchester,Oldham,OL3 5JG,100012737761
Seven Kings Library,670 High Road,Ilford,Greater London,Redbridge,IG3 8RQ,57800070606790000
Ince,"Ince Community Centre, Manchester Road",Ince,Greater Manchester,Wigan,WN2 2DJ,100012814673
Brooklands Library,Moor Road,Wythenshawe,Greater Manchester ,Manchester,M23 9BP,10090666478
Orton,Bushfield,Peterborough,Cambridgeshire,Peterborough,PE2 5RQ,CB30536
Dagenham,1 Church Elm Lane,Dagenham,Essex,Barking and Dagenham,RM10 9QS,10023599312
Pepys Community Library,Old Library,London,Greater London,Lewisham,SE8 3BA,
Library @ The Lightbox,1 The Glass Works,Barnsley,South Yorkshire,Barnsley,S70 1GW,2007014965
Library of Birmingham,"Centenary Square, Broad Street ",Birmingham,West Midlands,Birmingham,B1 2ND,10090436576
Moor Park,Bristol Avenue,Blackpool,Lancashire,Blackpool,FY2 0JG,100012610744
Junction 3,Baptist Mills,Easton,Bristol,"Bristol, City of",BS5 0JF,000000348167
Bishopston,Gloucester Road,Bishopston,Bristol,"Bristol, City of",BS7 8BN,000000354865
Lockleaze Library,"Cameron Centre, Cameron Walk",Lockleaze,Bristol,"Bristol, City of",BS7 9XB,000000278728
Central Library & Archives Halifax,Square Road,Halifax,West Yorkshire,Calderdale,HX1 1QG,
New Barnet Leisure Centre & Library,"Victoria Recreation Ground, 1 Lawton Road",New Barnet,Greater London,Barnet,EN4 9BS,10094708007
Finchley Church End,318 Regents Park Road,London,Greater London,Barnet,N3 2LN,10093302213
Timsbury Community Library,North Road,Timsbury,Somerset,Bath and North East Somerset,BA2 0JH,100121176847
Peasedown St. John Community Library,"33a, St. John's Close",Peasedown St. John,Somerset,Bath and North East Somerset,BA2 8JG,10001127346
Bishop Sutton Community Library,"The Link, The Street",Bishop Sutton,Somerset,Bath and North East Somerset,BS39 5UU,10001143373
Wembley,"Brent Civic Centre, Engineers Way",Wembley,Middlesex,Brent,HA9 0FJ,
Clay Farm Library,"Clay Farm Centre, Hobson Square",Cambridge,Cambridgeshire,Cambridgeshire,CB2 9FN,
Chester Library at Storyhouse,Hunter Street,Chester,Cheshire,Cheshire West and Chester,CH1 2AR,100012566709
Shoeburyness,Delaware Road,Southend-on-Sea,Essex,Essex,SS3 9NS,10012151219
Holbrooks,"Holbrooks Community Care Association, 115 Holbrook Lane ",Holbrooks,West Midlands,Coventry,CV6 4DE,
Riverside Library,"Council House, Corporation Street",Derby,Derbyshire,Derby,DE1 2FS,
Normanton,"St. Augustine's Community Centre, Almond Street",Derby,Derbyshire,Derby,DE23 6LX,
Dorchester Library & Learning Centre,"South Walks House, Charles Street",Dorchester,Dorset,Dorset,DT1 1EE,10023248459
Haltemprice Library & Customer Service Centre,120 Springfield Way,Anlaby,East Riding of Yorkshire,East Riding Of Yorkshire,HU10 6QJ,100052201231
Greenwich Centre Library,12 Lambarde Square,Greenwich,,Greenwich,SE10 9GB,
Greenhill,"Perceval Square, College Road",Harrow,Greater London ,Harrow,HA1 1GX,10094044460
Performing Arts Library,"Centrapark, Bessemer Road",Welwyn Garden City,Hertfordshire,Hertfordshire,AL7 1HT,10091751644
Ashford Library,"Ashford Gateway Plus, Church Road ",Ashford,Kent,Kent,TN23 1AS,60830100
Bearsted Library (Temporary Location),"Bearsted Rail Station, Ware Street",Bearsted,Kent,Kent,ME14 4PH,84520100
Edenbridge Library,"The Eden Centre, Four Elms Road",Edenbridge,Kent,Kent,TN8 6BY,21600020
"Kent History & Library Centre, Maidstone",James Whatman Way,Maidstone,Kent,Kent,ME14 1LQ,18400410
Sheerness Library,"Sheppey Gateway,  38-42 High Street",Sheerness,Kent,Kent,ME12 1NL,78060400
Tunbridge Wells Library (Temporary location),"Level 1, Royal Victoria Place Shopping Centre",Tunbridge Wells,Kent,Kent,TN1 2SS,83430200
East Park Library,"Central Pavillion, Holderness Road",Hull,East Riding of Yorkshire,"Kingston upon Hull, City of",HU8 8JU,
Winterton Library & Fitness Centre,54 West Street,Scunthorpe,North Lincolnshire,North Lincolnshire,DN15 9QF,10091170911
Broughton Jubilee Library,59 High Street,Broughton,North Lincolnshire,North Lincolnshire,DN20 0JX,10024384198
Portishead library,"Horatio House, 24 Harbour Road",Portishead,Somerset,North Somerset,BS20 7AL,24137140
Weston-super-Mare library,"Town Hall, Walliscote Grove Road",Weston-super-Mare,Somerset,North Somerset,BS23 1UJ,24143513
Nidderdale Plus Community Library,"Station Square, King Street",Pateley Bridge,North Yorkshire,North Yorkshire,HG3 5AT,
Dales Centre Library,206 Sneinton Dale,Nottingham,Nottinghamshire,Nottingham,NG2 4HJ,100032108846
Broughton Hub Library,50 Rigby Street,Salford ,Greater Manchester,Salford,M7 4BQ,10090619201
Scholars Chase Library,"Stoke Gifford Extra Care Village, Edward Parker Road ",,South Gloucestershire,South Gloucestershire,BS16 1YG,677691
Stoke Gifford Community Library,"The Old School Rooms, The Green",Stoke Gifford,Bristol,South Gloucestershire,BS34 8PD,602093
